Nama,ID Produk,Rentang GMV,Status daftar produk,GMV,GMV dari LIVE penjual,GMV LIVE penjual,GMV tidak langsung dari LIVE penjual,GMV dari video penjual,GMV video penjual,GMV tidak langsung dari video penjual,GMV dari kreator,GMV dari LIVE kreator,GMV LIVE afiliasi,GMV tidak langsung dari LIVE kreator,GMV dari video afiliasi,GMV video Afiliasi,GMV tidak langsung dari video kreator,GMV kartu produk penjual,Pesanan,Pesanan SKU,Produk terjual,Est. pembeli,AOV (pesanan SKU),Impresi produk,Klik produk,CTR,Jumlah tambahkan ke keranjang,Persentase tambahkan ke keranjang,CTOR (pesanan SKU),Impresi produk unik,Klik unik,CTR unik,Pembeli yang menambahkan ke keranjang,Persentase ATC unik,CTOR unik (pesanan SKU),GMV dengan pajak,Pajak,GMV (dengan subsidi dari TikTok),Shipping fees,Pengembalian dana,Produk yang dikembalikan dananya,Pembeli yang dikembalikan dananya,Impresi produk tab Toko,Klik produk tab Toko,Klik produk tab Toko unik,Est. pembeli tab Toko,CTR tab Toko,CTOR tab Toko (SKU),GMV tab Toko,Produk terjual dari tab Toko,Perolehan GMV,GMV.1,GMV tidak langsung,Pesanan teratribusi,Pesanan SKU teratribusi,Pesanan SKU.1,Pesanan SKU tidak langsung,Produk terjual dengan atribusi,Produk terjual.1,Produk yang terjual secara tidak langsung,Est. pembeli.1,AOV (pesanan SKU teratribusi),Jumlah LIVE baru,Impresi produk.1,Klik produk.1,CTR.1,Jumlah tambahkan ke keranjang.1,Persentase tambahkan ke keranjang.1,CTOR (pesanan SKU).1,Impresi produk unik.1,Klik unik.1,CTR unik.1,Pembeli yang menambahkan ke keranjang.1,Persentase ATC unik.1,CTOR unik (pesanan SKU).1,Perolehan GMV.1,GMV.2,GMV tidak langsung.1,Pesanan teratribusi.1,Pesanan SKU teratribusi.1,Pesanan SKU.2,Pesanan SKU tidak langsung.1,Produk terjual dengan atribusi.1,Produk terjual.2,Produk yang terjual secara tidak langsung.1,Est. pembeli.2,AOV (pesanan SKU teratribusi).1,Jumlah video baru,Impresi produk.2,Klik produk.2,CTR.2,Jumlah tambahkan ke keranjang.2,Persentase tambahkan ke keranjang.2,CTOR (pesanan SKU).2,Impresi produk unik.2,Klik unik.2,CTR unik.2,Pembeli yang menambahkan ke keranjang.2,Persentase ATC unik.2,CTOR unik (pesanan SKU).2,Perolehan GMV.2,GMV dari LIVE,GMV LIVE afiliasi.1,GMV tidak langsung dari LIVE kreator.1,GMV dari video,GMV video Afiliasi.1,GMV tidak langsung dari video kreator.1,Pesanan teratribusi.2,Pesanan SKU teratribusi.2,Produk terjual dengan atribusi.2,Est. pembeli.3,AOV (pesanan SKU teratribusi).2,promoting_creators_metric_name_short_ui,Jumlah LIVE baru.1,Jumlah video baru.1,Impresi produk.3,Klik produk.3,CTR.3,Jumlah tambahkan ke keranjang.3,Persentase tambahkan ke keranjang.3,CTOR (pesanan SKU).3,Impresi produk unik.3,Klik unik.3,CTR unik.3,Pembeli yang menambahkan ke keranjang.3,Persentase ATC unik.3,CTOR unik (pesanan SKU).3,Impresi produk (LIVE),Klik produk (LIVE),CTR (LIVE),Jumlah tambahkan ke keranjang (LIVE),Tambahkan ke keranjang (LIVE),CTOR (pesanan SKU) (LIVE),Impresi produk unik (LIVE),Klik unik (LIVE),CTR unik (LIVE),Pengguna ATC (LIVE),Persentase ATC unik (LIVE),CTOR unik (SKU) (LIVE),Impresi produk (video),Klik produk (video),CTR (video),Jumlah tambahkan ke keranjang (video),Tambahkan ke keranjang (video),CTOR (pesanan SKU) (video),Impresi produk unik (video),Klik unik (video),CTR unik (video),Pengguna ATC (video),Persentase ATC unik (video),CTOR unik (SKU) (video),Perolehan GMV.3,GMV.3,GMV tidak langsung.2,Pesanan teratribusi.3,Pesanan SKU teratribusi.3,Pesanan SKU.3,Pesanan SKU tidak langsung.2,Produk terjual dengan atribusi.3,Produk terjual.3,Produk yang terjual secara tidak langsung.2,Est. pembeli.4,AOV (pesanan SKU teratribusi).3,Impresi produk.4,Klik produk.4,CTR.4,Jumlah tambahkan ke keranjang.4,Persentase tambahkan ke keranjang.4,CTOR (pesanan SKU).4,Impresi produk unik.4,Klik unik.4,CTR unik.4,Pembeli yang menambahkan ke keranjang.4,Persentase ATC unik.4,CTOR unik (pesanan SKU).4
Mesin Planer Serut Ketam Sugu Mikayo Japan Teknologi 475 Watt 16000 RPM 220V,1729641671678659069,GMV ≥250 atau produk terjual ≥3,Aktif,Rp22.874.692,Rp0,Rp0,Rp0,Rp2.184.423,Rp1.610.748,Rp573.675,Rp15.731.522,Rp2.976.209,Rp2.668.184,Rp308.025,Rp9.262.506,Rp5.095.314,Rp4.167.192,Rp4.958.747,74,74,74,72,Rp309.117,91199,3847,4.22%,84,2.18%,1.92%,65374,3079,4.71%,73,2.37%,2.34%,Rp22.874.692,Rp0,Rp27.527.436,Rp3.860.178,Rp3.981.104,13,13,34468,1081,865,42,3.14%,4.07%,Rp13.459.074,44,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,8,2720,63,2.32%,0,0.00%,0.00%,2263,59,2.61%,0,0.00%,0.00%,Rp2.184.423,Rp1.610.748,Rp573.675,7,7,5,2,7,5,2,7,Rp312.060,0,4702,525,11.17%,4,0.76%,1.33%,2843,413,14.53%,3,0.73%,1.69%,Rp15.731.522,Rp2.976.209,Rp2.668.184,Rp308.025,Rp9.262.506,Rp5.095.314,Rp4.167.192,51,51,51,50,Rp308.461,80,72,33,42504,2126,5.00%,35,1.65%,2.40%,27367,1669,6.10%,31,1.86%,3.00%,14224,326,2.29%,4,1.23%,2.76%,9167,177,1.93%,3,1.69%,5.08%,26875,1769,6.58%,35,1.98%,1.75%,17536,1476,8.42%,28,1.90%,2.03%,Rp4.958.747,Rp4.958.747,Rp0,16,16,16,0,16,16,0,15,Rp309.922,41266,1133,2.75%,45,3.97%,1.41%,31962,895,2.80%,40,4.47%,1.68%
(PROMO 1LUSIN 12 PASANG) SARUNG TANGAN KERJA SAFETY GEKKO GRIP KARET LATEX ANTI SLIP TAHAN POTONG,1733049694157702653,GMV & produk terjual = 0,Aktif,Rp22.551.204,Rp0,Rp0,Rp0,Rp6.433.983,Rp6.000.791,Rp433.192,Rp8.496.241,Rp0,Rp0,Rp0,Rp5.527.078,Rp5.040.971,Rp486.107,Rp7.620.980,423,423,482,416,Rp53.313,254873,6026,2.36%,240,3.98%,7.02%,225693,4989,2.21%,224,4.49%,8.34%,Rp22.551.204,Rp0,Rp32.395.629,Rp11.936.435,Rp4.519.873,79,60,151478,2633,2302,209,1.74%,7.98%,Rp10.298.539,233,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,4,153,2,1.31%,0,0.00%,0.00%,127,2,1.57%,0,0.00%,0.00%,Rp6.433.983,Rp6.000.791,Rp433.192,127,127,117,10,138,128,10,127,Rp50.661,0,25452,1436,5.64%,62,4.32%,8.84%,21597,1173,5.43%,58,4.94%,10.83%,Rp8.496.241,Rp0,Rp0,Rp0,Rp5.527.078,Rp5.040.971,Rp486.107,141,141,175,135,Rp60.257,8,4,5,29470,1340,4.55%,59,4.40%,10.52%,24234,1115,4.60%,53,4.75%,12.11%,15,0,0.00%,0,0.00%,0.00%,9,0,0.00%,0,0.00%,0.00%,28718,1315,4.58%,55,4.18%,7.00%,23996,1101,4.59%,51,4.63%,8.17%,Rp7.620.980,Rp7.620.980,Rp0,155,155,155,0,169,169,0,154,Rp49.168,199798,3248,1.63%,119,3.66%,4.77%,186919,2928,1.57%,114,3.89%,5.26%
MESIN LAS MIKAYO 450W DAYA WATT RENDAH 120 A Mesin Las  MMA Mesin las Listrik Set Lengkap,1729808433688053245,GMV & produk terjual = 0,Aktif,Rp22.009.806,Rp0,Rp0,Rp0,Rp9.651.940,Rp7.726.772,Rp1.925.168,Rp9.211.389,Rp0,Rp0,Rp0,Rp7.542.642,Rp6.877.244,Rp665.398,Rp3.146.477,63,63,64,61,Rp349.362,71819,4995,6.95%,148,2.96%,1.26%,54400,4054,7.45%,127,3.13%,1.50%,Rp22.009.806,Rp0,Rp26.988.281,Rp3.870.500,Rp8.550.289,24,23,19062,572,477,15,3.00%,2.62%,Rp5.419.774,16,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,5,293,14,4.78%,0,0.00%,0.00%,251,12,4.78%,0,0.00%,0.00%,Rp9.651.940,Rp7.726.772,Rp1.925.168,28,28,22,6,28,22,6,27,Rp344.712,0,7653,859,11.22%,31,3.61%,3.26%,7142,805,11.27%,25,3.11%,3.35%,Rp9.211.389,Rp0,Rp0,Rp0,Rp7.542.642,Rp6.877.244,Rp665.398,27,27,27,26,Rp341.163,29,14,19,46805,3731,7.97%,101,2.71%,0.72%,37309,3132,8.39%,88,2.81%,0.83%,2482,38,1.53%,2,5.26%,0.00%,2071,31,1.50%,2,6.45%,0.00%,42955,3664,8.53%,97,2.65%,0.60%,34746,3081,8.87%,84,2.73%,0.68%,Rp3.146.477,Rp3.146.477,Rp0,8,8,8,0,9,9,0,8,Rp393.310,17068,391,2.29%,16,4.09%,2.05%,13559,339,2.50%,15,4.42%,2.36%
"Paket Tukang 5 Item Lengkap Gergaji 18 in, Palu 8 Oz, Meteran 3 m, Sendok Semen 7 in, Penggaris besi 30cm",1730477722771228157,GMV ≥250 atau produk terjual ≥3,Aktif,Rp20.699.592,Rp0,Rp0,Rp0,Rp9.440.632,Rp7.737.258,Rp1.703.374,Rp6.121.252,Rp0,Rp0,Rp0,Rp4.173.919,Rp3.255.850,Rp918.069,Rp5.137.708,260,260,260,249,Rp79.614,471196,17534,3.72%,381,2.17%,1.48%,325354,13432,4.13%,343,2.55%,1.85%,Rp20.699.592,Rp0,Rp27.804.636,Rp6.855.932,Rp5.833.532,70,68,166125,6542,5048,131,3.94%,2.08%,Rp10.771.372,136,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,62,2080,72,3.46%,0,0.00%,0.00%,1771,66,3.73%,0,0.00%,0.00%,Rp9.440.632,Rp7.737.258,Rp1.703.374,120,120,98,22,120,98,22,113,Rp78.672,0,144550,7986,5.52%,155,1.94%,1.50%,98736,6388,6.47%,146,2.29%,1.77%,Rp6.121.252,Rp0,Rp0,Rp0,Rp4.173.919,Rp3.255.850,Rp918.069,78,78,78,78,Rp78.478,51,42,12,169936,4112,2.42%,67,1.63%,1.90%,117286,3294,2.81%,50,1.52%,2.37%,1106,22,1.99%,0,0.00%,0.00%,978,19,1.94%,0,0.00%,0.00%,159937,4008,2.51%,64,1.60%,1.32%,111196,3207,2.88%,47,1.47%,1.65%,Rp5.137.708,Rp5.137.708,Rp0,62,62,62,0,62,62,0,58,Rp82.866,154630,5364,3.47%,159,2.96%,1.16%,128612,4575,3.56%,152,3.32%,1.27%
ALAT SOLDER SOLDERING ALAT PATRI LISTRIK 60 WATT SOLDERING IRON,1729669730298660349,GMV & produk terjual = 0,Nonaktif,Rp20.503.960,Rp15.260,Rp15.260,Rp0,Rp1.394.737,Rp1.182.613,Rp212.124,Rp16.039.889,Rp0,Rp0,Rp0,Rp14.757.774,Rp13.789.829,Rp967.945,Rp3.054.074,1114,1114,1183,1102,Rp18.406,375675,17995,4.79%,1316,7.31%,6.19%,249472,13074,5.24%,1160,8.87%,8.43%,Rp20.503.960,Rp0,Rp38.919.357,Rp18.438.164,Rp3.185.112,180,156,216264,6856,4944,471,3.17%,6.99%,Rp8.310.040,493,Rp15.260,Rp15.260,Rp0,1,1,1,0,1,1,0,1,Rp15.260,12,476,20,4.20%,0,0.00%,5.00%,369,15,4.07%,0,0.00%,6.67%,Rp1.394.737,Rp1.182.613,Rp212.124,72,72,59,13,84,71,13,72,Rp19.371,0,23624,1328,5.62%,79,5.95%,5.42%,17479,1071,6.13%,72,6.72%,6.72%,Rp16.039.889,Rp0,Rp0,Rp0,Rp14.757.774,Rp13.789.829,Rp967.945,872,872,916,864,Rp18.394,37,9,29,179319,12378,6.90%,886,7.16%,7.04%,115087,9197,7.99%,782,8.50%,9.39%,277,9,3.25%,1,11.11%,0.00%,199,7,3.52%,1,14.29%,0.00%,172387,12266,7.12%,873,7.12%,6.51%,111314,9129,8.20%,769,8.42%,8.66%,Rp3.054.074,Rp3.054.074,Rp0,169,169,169,0,182,182,0,165,Rp18.071,172255,4269,2.48%,351,8.22%,3.96%,140825,3543,2.52%,327,9.23%,4.66%
[2SET] HSS Planer Blade 82 mm Mata Serut Kayu Sugu Ketam Pasah,1730253381407901181,GMV ≥3.500 atau produk terjual ≥100,Aktif,Rp20.453.532,Rp0,Rp0,Rp0,Rp15.703.994,Rp14.978.561,Rp725.433,Rp3.567.515,Rp20.604,Rp20.604,Rp0,Rp2.659.222,Rp2.432.939,Rp226.283,Rp1.182.023,595,595,724,581,Rp34.376,364668,15785,4.33%,408,2.58%,3.77%,284262,12731,4.48%,390,3.06%,4.56%,Rp20.453.532,Rp0,Rp31.359.422,Rp12.088.975,Rp2.153.204,81,50,62880,1851,1460,106,2.94%,5.78%,Rp3.930.210,135,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,24,579,13,2.25%,0,0.00%,0.00%,490,10,2.04%,0,0.00%,0.00%,Rp15.703.994,Rp14.978.561,Rp725.433,468,468,449,19,528,507,21,463,Rp33.556,4,285736,11995,4.20%,313,2.61%,3.90%,232273,10124,4.36%,305,3.01%,4.57%,Rp3.567.515,Rp20.604,Rp20.604,Rp0,Rp2.659.222,Rp2.432.939,Rp226.283,104,104,142,102,Rp34.303,19,13,8,42497,2816,6.63%,64,2.27%,3.69%,35953,2379,6.62%,61,2.56%,4.29%,931,25,2.69%,0,0.00%,4.00%,740,16,2.16%,0,0.00%,6.25%,41201,2771,6.73%,62,2.24%,3.18%,35022,2351,6.71%,60,2.55%,3.66%,Rp1.182.023,Rp1.182.023,Rp0,23,23,23,0,54,54,0,16,Rp51.392,35856,961,2.68%,31,3.23%,2.39%,29194,815,2.79%,30,3.68%,1.96%
4PCS Roda PVC Hidup 1.5 Inch Roda Kastor Caster Etelase Gerobak Trolley Troli Kursi Rak,1729656972538250749,GMV ≥250 atau produk terjual ≥3,Aktif,Rp19.005.829,Rp0,Rp0,Rp0,Rp1.225.559,Rp1.140.379,Rp85.180,Rp16.334.640,Rp0,Rp0,Rp0,Rp15.565.702,Rp14.868.160,Rp697.542,Rp1.445.630,583,584,667,571,Rp32.544,313551,13472,4.30%,698,5.18%,4.33%,226854,10637,4.69%,655,6.16%,5.37%,Rp19.005.829,Rp0,Rp30.592.193,Rp12.602.616,Rp3.299.559,104,95,85494,2348,1767,155,2.75%,6.69%,Rp5.142.974,178,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,2,57,1,1.75%,0,0.00%,0.00%,53,1,1.89%,0,0.00%,0.00%,Rp1.225.559,Rp1.140.379,Rp85.180,43,43,40,3,45,42,3,43,Rp28.501,0,454,41,9.03%,1,2.44%,104.88%,382,34,8.90%,1,2.94%,126.47%,Rp16.334.640,Rp0,Rp0,Rp0,Rp15.565.702,Rp14.868.160,Rp697.542,499,500,576,488,Rp32.669,33,23,14,239982,11941,4.98%,624,5.23%,4.19%,173371,9594,5.53%,586,6.11%,5.09%,4359,133,3.05%,3,2.26%,0.00%,3363,108,3.21%,3,2.78%,0.00%,232397,11778,5.07%,616,5.23%,4.08%,167877,9463,5.64%,580,6.13%,4.97%,Rp1.445.630,Rp1.445.630,Rp0,41,41,41,0,46,46,0,41,Rp35.259,73058,1489,2.04%,73,4.90%,2.75%,61702,1248,2.02%,70,5.61%,3.29%
Timbangan Duduk Digital 40 KG 35KG Double Display Nankai Japan Technology Timbangan Duduk Digital Cocok Untuk Timbangan Buah Sayur dan lain lain,1730354184198260221,GMV ≥250 atau produk terjual ≥3,Aktif,Rp18.030.032,Rp0,Rp0,Rp0,Rp4.377.260,Rp3.047.197,Rp1.330.063,Rp9.049.541,Rp249.490,Rp249.490,Rp0,Rp5.096.798,Rp4.819.957,Rp276.841,Rp4.603.231,57,57,64,57,Rp316.316,38479,1719,4.47%,38,2.21%,3.32%,24445,1200,4.91%,37,3.08%,4.75%,Rp18.030.032,Rp0,Rp21.061.671,Rp3.036.000,Rp841.768,3,3,15198,585,447,30,3.85%,5.13%,Rp9.543.287,35,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,89,2415,26,1.08%,0,0.00%,0.00%,2098,20,0.95%,0,0.00%,0.00%,Rp4.377.260,Rp3.047.197,Rp1.330.063,13,13,10,3,14,10,4,13,Rp336.712,5,8545,462,5.41%,9,1.95%,2.81%,4278,342,7.99%,9,2.63%,3.80%,Rp9.049.541,Rp249.490,Rp249.490,Rp0,Rp5.096.798,Rp4.819.957,Rp276.841,28,28,33,28,Rp323.198,106,79,39,15460,748,4.84%,15,2.01%,3.74%,9892,545,5.51%,14,2.57%,5.14%,2000,60,3.00%,0,0.00%,1.67%,1755,46,2.62%,0,0.00%,2.17%,12243,667,5.45%,14,2.10%,2.25%,7677,484,6.30%,13,2.69%,3.10%,Rp4.603.231,Rp4.603.231,Rp0,16,16,16,0,17,17,0,16,Rp287.702,12059,483,4.01%,14,2.90%,3.31%,9745,390,4.00%,14,3.59%,4.10%
FOREDOM CC-30 MESIN BOR GANTUNG / DIE GRINDER TUNER KOREK MOTOR PORTING DARI MIKAYO,1729655469166922237,GMV & produk terjual = 0,Aktif,Rp17.199.138,Rp936.379,Rp936.379,Rp0,Rp6.560.454,Rp4.909.434,Rp1.651.020,Rp6.151.583,Rp0,Rp0,Rp0,Rp5.035.028,Rp3.968.620,Rp1.066.408,Rp3.550.722,32,32,32,32,Rp537.473,49352,3080,6.24%,165,5.36%,1.04%,38217,2623,6.86%,153,5.83%,1.22%,Rp17.199.138,Rp0,Rp19.966.109,Rp2.140.500,Rp5.489.527,10,10,14615,603,468,15,4.13%,2.49%,Rp7.820.571,15,Rp936.379,Rp936.379,Rp0,2,2,2,0,2,2,0,2,Rp468.190,34,966,16,1.66%,0,0.00%,12.50%,849,11,1.30%,0,0.00%,18.18%,Rp6.560.454,Rp4.909.434,Rp1.651.020,12,12,9,3,12,9,3,12,Rp546.704,1,24274,1936,7.98%,95,4.91%,0.62%,20155,1740,8.63%,86,4.94%,0.69%,Rp6.151.583,Rp0,Rp0,Rp0,Rp5.035.028,Rp3.968.620,Rp1.066.408,11,11,11,11,Rp559.235,15,11,6,10149,720,7.09%,44,6.11%,1.53%,8024,609,7.59%,44,7.22%,1.81%,993,16,1.61%,0,0.00%,0.00%,850,15,1.76%,0,0.00%,0.00%,8587,670,7.80%,37,5.52%,1.34%,6847,565,8.25%,37,6.55%,1.59%,Rp3.550.722,Rp3.550.722,Rp0,7,7,7,0,7,7,0,7,Rp507.246,13963,408,2.92%,26,6.37%,1.72%,11738,356,3.03%,25,7.02%,1.97%
"Mikayo Circular Saw 7"" Gergaji Potong Kayu Mesin Sirkel Circular So 7 In Bonus Mata Sirkel Penggaris dan Kunci",1730823822839547389,produk terjual ≥1,Aktif,Rp16.008.322,Rp2.758.448,Rp1.953.973,Rp804.475,Rp0,Rp0,Rp0,Rp13.249.874,Rp3.873.269,Rp3.873.269,Rp0,Rp9.376.605,Rp8.868.918,Rp507.687,Rp0,36,36,36,35,Rp444.676,165423,14959,9.04%,244,1.63%,0.24%,145905,12976,8.89%,211,1.63%,0.27%,Rp16.008.322,Rp0,Rp17.640.741,Rp4.162.728,Rp7.468.374,17,17,17694,1162,936,5,6.57%,0.43%,Rp2.318.463,5,Rp2.758.448,Rp1.953.973,Rp804.475,7,7,5,2,7,5,2,7,Rp394.064,45,14563,267,1.83%,11,4.12%,2.62%,9399,164,1.74%,8,4.88%,4.27%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,0,97,6,6.19%,1,16.67%,0.00%,64,5,7.81%,1,20.00%,0.00%,Rp13.249.874,Rp3.873.269,Rp3.873.269,Rp0,Rp9.376.605,Rp8.868.918,Rp507.687,29,29,29,28,Rp456.892,46,79,5,143686,14446,10.05%,228,1.58%,0.20%,125784,12507,9.94%,199,1.59%,0.22%,27384,650,2.37%,21,3.23%,1.23%,21147,479,2.27%,14,2.92%,1.67%,116093,13790,11.88%,207,1.50%,0.15%,104710,12032,11.49%,185,1.54%,0.17%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,7075,239,3.38%,4,1.67%,0.00%,5648,177,3.13%,4,2.26%,0.00%
BONCH Hammer Drill Profesional 3 Fungsi Bor Bobok Beton Tembok 800W SDS-Plus 28mm Bonus Mata Bor Bobok,1729618362044941821,GMV & produk terjual = 0,Aktif,Rp15.471.855,Rp0,Rp0,Rp0,Rp6.249.869,Rp5.645.384,Rp604.485,Rp5.603.160,Rp0,Rp0,Rp0,Rp1.840.725,Rp1.840.725,Rp0,Rp3.618.826,27,27,28,27,Rp573.032,24945,1841,7.38%,71,3.86%,1.47%,18315,1487,8.12%,64,4.30%,1.82%,Rp15.471.855,Rp0,Rp18.682.801,Rp1.795.500,Rp2.411.748,4,4,11822,740,578,15,6.26%,2.03%,Rp8.024.508,15,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,11,361,18,4.99%,0,0.00%,0.00%,297,15,5.05%,0,0.00%,0.00%,Rp6.249.869,Rp5.645.384,Rp604.485,10,10,9,1,11,10,1,10,Rp624.987,0,6881,717,10.42%,28,3.91%,1.39%,5735,630,10.99%,26,4.13%,1.59%,Rp5.603.160,Rp0,Rp0,Rp0,Rp1.840.725,Rp1.840.725,Rp0,10,10,10,10,Rp560.316,10,6,4,7402,489,6.61%,16,3.27%,2.04%,5333,372,6.98%,13,3.49%,2.69%,1509,56,3.71%,0,0.00%,0.00%,1304,36,2.76%,0,0.00%,0.00%,5297,420,7.93%,14,3.33%,0.71%,3692,325,8.80%,12,3.69%,0.92%,Rp3.618.826,Rp3.618.826,Rp0,7,7,7,0,7,7,0,7,Rp516.975,10301,617,5.99%,27,4.38%,1.13%,8011,515,6.43%,26,5.05%,1.36%
Mesin Gergaji Kayu Circular Saw Yukido Mikyao 7 Inchi dengan Daya 900W,1729653898420980221,GMV ≥250 atau produk terjual ≥3,Aktif,Rp14.286.066,Rp2.449.068,Rp2.449.068,Rp0,Rp3.238.211,Rp3.238.211,Rp0,Rp7.040.574,Rp2.600.432,Rp2.231.984,Rp368.448,Rp3.608.859,Rp2.847.416,Rp761.443,Rp1.558.213,34,34,34,34,Rp420.178,68014,3238,4.76%,60,1.85%,1.05%,54275,2526,4.65%,52,2.06%,1.35%,Rp14.286.066,Rp0,Rp14.633.946,Rp2.402.839,Rp3.212.717,8,8,11671,378,295,11,3.24%,2.91%,Rp4.220.705,11,Rp2.449.068,Rp2.449.068,Rp0,6,6,6,0,6,6,0,6,Rp408.178,63,22775,571,2.51%,9,1.58%,1.05%,19247,451,2.34%,9,2.00%,1.33%,Rp3.238.211,Rp3.238.211,Rp0,8,8,8,0,8,8,0,8,Rp404.776,1,7692,657,8.54%,9,1.37%,1.22%,5252,517,9.84%,7,1.35%,1.55%,Rp7.040.574,Rp2.600.432,Rp2.231.984,Rp368.448,Rp3.608.859,Rp2.847.416,Rp761.443,16,16,16,16,Rp440.036,61,44,26,26546,1642,6.19%,30,1.83%,0.97%,21387,1264,5.91%,24,1.90%,1.27%,12262,332,2.71%,9,2.71%,1.51%,10598,256,2.42%,8,3.13%,1.95%,13668,1287,9.42%,18,1.40%,0.70%,10525,995,9.45%,13,1.31%,0.90%,Rp1.558.213,Rp1.558.213,Rp0,4,4,4,0,4,4,0,4,Rp389.553,10994,367,3.34%,12,3.27%,1.09%,8667,278,3.21%,12,4.32%,1.44%
ELLKA SELANG RECOIL HOSE / SELANG SPIRAL ANGIN KOMPRESOR,1729680074470164989,GMV ≥250 atau produk terjual ≥3,Aktif,Rp14.192.133,Rp41.612,Rp41.612,Rp0,Rp7.956.560,Rp7.419.266,Rp537.294,Rp4.292.362,Rp0,Rp0,Rp0,Rp3.545.616,Rp3.343.539,Rp202.077,Rp1.901.599,330,330,349,327,Rp43.006,163042,5011,3.07%,292,5.83%,6.59%,105647,3837,3.63%,257,6.70%,8.52%,Rp14.192.133,Rp0,Rp20.428.409,Rp6.598.959,Rp1.629.192,38,35,55496,1515,1200,125,2.73%,8.32%,Rp5.030.756,132,Rp41.612,Rp41.612,Rp0,1,1,1,0,1,1,0,1,Rp41.612,96,2617,41,1.57%,0,0.00%,2.44%,2402,27,1.12%,0,0.00%,3.70%,Rp7.956.560,Rp7.419.266,Rp537.294,180,180,167,13,191,177,14,179,Rp44.203,1,60391,2088,3.46%,129,6.18%,8.62%,37364,1719,4.60%,117,6.81%,10.41%,Rp4.292.362,Rp0,Rp0,Rp0,Rp3.545.616,Rp3.343.539,Rp202.077,105,105,110,104,Rp40.880,68,30,43,46528,1721,3.70%,74,4.30%,6.10%,31104,1337,4.30%,63,4.71%,7.78%,1203,11,0.91%,0,0.00%,0.00%,1075,9,0.84%,0,0.00%,0.00%,42351,1674,3.95%,70,4.18%,4.96%,28276,1311,4.64%,60,4.58%,6.25%,Rp1.901.599,Rp1.901.599,Rp0,44,44,44,0,47,47,0,43,Rp43.218,53504,1161,2.17%,89,7.67%,3.79%,42898,961,2.24%,79,8.22%,4.47%
Mesin Gergaji BOSCH GKS 130 Circular Saw 1300W Putra Inti,1732997878740387325,GMV & produk terjual = 0,Aktif,Rp12.523.963,Rp0,Rp0,Rp0,Rp7.065.824,Rp5.516.009,Rp1.549.815,Rp5.458.139,Rp1.414.705,Rp1.414.705,Rp0,Rp4.043.434,Rp2.648.927,Rp1.394.507,Rp0,9,9,9,9,Rp1.391.551,51759,3928,7.59%,41,1.04%,0.23%,39241,3400,8.66%,39,1.15%,0.26%,Rp12.523.963,Rp0,Rp14.847.698,Rp2.145.500,Rp9.723.536,7,7,5378,222,182,2,4.13%,0.90%,Rp2.589.539,2,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,30,7163,164,2.29%,2,1.22%,0.00%,5782,135,2.33%,2,1.48%,0.00%,Rp7.065.824,Rp5.516.009,Rp1.549.815,5,5,4,1,5,4,1,5,Rp1.413.165,0,15640,1810,11.57%,16,0.88%,0.28%,12618,1619,12.83%,16,0.99%,0.31%,Rp5.458.139,Rp1.414.705,Rp1.414.705,Rp0,Rp4.043.434,Rp2.648.927,Rp1.394.507,4,4,4,4,Rp1.364.535,22,24,0,22821,1719,7.53%,14,0.81%,0.23%,18443,1530,8.30%,13,0.85%,0.26%,8302,214,2.58%,4,1.87%,0.47%,6827,178,2.61%,4,2.25%,0.56%,14322,1504,10.50%,10,0.66%,0.20%,11544,1354,11.73%,9,0.66%,0.22%,Rp0,Rp0,Rp0,0,0,0,0,0,0,0,0,Rp0,6135,235,3.83%,9,3.83%,0.00%,4853,206,4.24%,9,4.37%,0.00%
